"Buenos Aires","25 de mayo","Veinticinco De Mayo"
"Buenos Aires","9 de julio","Nueve De Julio"
"Buenos Aires","Almirante Brown",Burzaco
"Buenos Aires","Almirante Brown",Claypole
"Buenos Aires","Almirante Brown","Don Orione"
"Buenos Aires","Almirante Brown",Glew
"Buenos Aires","Almirante Brown","José Marmol"
"Buenos Aires","Almirante Brown",Longchamps
"Buenos Aires","Almirante Brown","Malvinas Argentinas"
"Buenos Aires","Almirante Brown","Ministro Rivadavia"
"Buenos Aires","Almirante Brown","Rafael Calzada"
"Buenos Aires","Almirante Brown","San José"
"Buenos Aires","Almirante Brown",Solano
"Buenos Aires",Arrecifes,Arrecifes
"Buenos Aires",Avellaneda,Avellaneda
"Buenos Aires",Avellaneda,Crucecita
"Buenos Aires",Avellaneda,"Dock Sud"
"Buenos Aires",Avellaneda,Gerli
"Buenos Aires",Avellaneda,"Piñeyro"
"Buenos Aires",Avellaneda,"Sarandí"
"Buenos Aires",Avellaneda,"Villa Domínico"
"Buenos Aires",Avellaneda,Wilde
"Buenos Aires",Avellaneda,"Zona De Reserva"
"Buenos Aires",Azul,Azul
"Buenos Aires","Bahía Blanca","Bahía Blanca"
"Buenos Aires","Bahía Blanca","General Daniel Cerri"
"Buenos Aires","Bahía Blanca","Ingeniero White"
"Buenos Aires",Balcarce,Balcarce
"Buenos Aires",Baradero,Baradero
"Buenos Aires",Berazategui,"Berazategui Oeste"
"Buenos Aires",Berazategui,"Centro Agrícola El Pato"
"Buenos Aires",Berazategui,"Guillermo Hudson"
"Buenos Aires",Berazategui,"Gutiérrez"
"Buenos Aires",Berazategui,Pereyra
"Buenos Aires",Berazategui,"Plátanos"
"Buenos Aires",Berazategui,Ranelagh
"Buenos Aires",Berisso,Berisso
"Buenos Aires",Berisso,"El Carmen"
"Buenos Aires",Berisso,"Los Talas"
"Buenos Aires",Berisso,"Villa Progreso"
"Buenos Aires",Bragado,Bragado
"Buenos Aires",Brandsen,Brandsen
"Buenos Aires",Campana,Campana
"Buenos Aires",Campana,"Ingeniero Otamendi"
"Buenos Aires","Capitán Sarmiento","Capitán Sarmiento"
"Buenos Aires","Carlos Casares","Carlos Casares"
"Buenos Aires","Carmen de Areco","Carmen De Areco"
"Buenos Aires",Castelli,Castelli
"Buenos Aires","Cañuelas","Cañuelas"
"Buenos Aires","Cañuelas","Máximo Paz"
"Buenos Aires",Chacabuco,Chacabuco
"Buenos Aires","Chascomús","Chascomús"
"Buenos Aires",Chivilcoy,Chivilcoy
"Buenos Aires","Coronel Dorrego","Coronel Dorrego"
"Buenos Aires","Coronel de Marina Leonardo Rosales","Punta Alta"
"Buenos Aires",Dolores,Dolores
"Buenos Aires",Ensenada,"El Dique"
"Buenos Aires",Ensenada,Ensenada
"Buenos Aires",Ensenada,"Punta Lara"
"Buenos Aires",Escobar,Escobar
"Buenos Aires",Escobar,"Garín"
"Buenos Aires",Escobar,"Ingeniero Maschwitz"
"Buenos Aires",Escobar,"Maquinista Savio"
"Buenos Aires",Escobar,Matheu
"Buenos Aires","Esteban Echeverría","El Jagüel"
"Buenos Aires","Esteban Echeverría","Luis Guillón"
"Buenos Aires","Esteban Echeverría","Monte Grande"
"Buenos Aires","Esteban Echeverría","Nueve De Abril"
"Buenos Aires","Exaltación de la Cruz","Arroyo De La Cruz"
"Buenos Aires","Exaltación de la Cruz","Los Cardales"
"Buenos Aires","Exaltación de la Cruz","Pavón"
"Buenos Aires","Exaltación de la Cruz",Robles
"Buenos Aires","Florencio Varela",Bosques
"Buenos Aires","Florencio Varela","Estanislao Severo Zeballos"
"Buenos Aires","Florencio Varela","Florencio Varela"
"Buenos Aires","Florencio Varela","Gobernador Costa"
"Buenos Aires","Florencio Varela","Ingeniero Allan"
"Buenos Aires","Florencio Varela","La Capilla"
"Buenos Aires","Florencio Varela","Santa Rosa"
"Buenos Aires","Florencio Varela","Villa Brown"
"Buenos Aires","Florencio Varela","Villa San Luis"
"Buenos Aires","Florencio Varela","Villa Vatteone"
"Buenos Aires","General Alvarado",Miramar
"Buenos Aires","General Juan Madariaga","General Juan Madariaga"
"Buenos Aires","General Pueyrredón","Batán"
"Buenos Aires","General Pueyrredón","Estación Chapadmalal"
"Buenos Aires","General Pueyrredón","Mar Del Plata"
"Buenos Aires","General Pueyrredón","Sierra De Los Padres"
"Buenos Aires","General Rodríguez","General Rodríguez"
"Buenos Aires","General San Martín","Bíllinghurst"
"Buenos Aires","General San Martín","José León Suárez"
"Buenos Aires","General San Martín","Loma Hermosa"
"Buenos Aires","General San Martín","San Andrés"
"Buenos Aires","General San Martín","Villa Ayacucho"
"Buenos Aires","General San Martín","Villa Ballester"
"Buenos Aires","General San Martín","Villa Granaderos De San Martín"
"Buenos Aires","General San Martín","Villa Libertad"
"Buenos Aires","General San Martín","Villa Lynch"
"Buenos Aires","General San Martín","Villa Maipú"
"Buenos Aires","General Viamonte","Los Toldos"
"Buenos Aires","General Villegas","General Villegas"
"Buenos Aires",Hurlingham,Hurlingham
"Buenos Aires",Hurlingham,"Villa Tesei"
"Buenos Aires",Hurlingham,"William Morris"
"Buenos Aires","Ituzaingó","Ituzaingó"
"Buenos Aires","Ituzaingó","Ituzaingó Norte"
"Buenos Aires","Ituzaingó","Villa Gobernador Udaondo"
"Buenos Aires","José C. Paz","José C. Paz"
"Buenos Aires","José M. Ezeiza","Carlos Spegazzini"
"Buenos Aires","José M. Ezeiza",Ezeiza
"Buenos Aires","José M. Ezeiza","La Unión"
"Buenos Aires","José M. Ezeiza","Tristán Suárez"
"Buenos Aires","Junín","Junín"
"Buenos Aires","Junín",Morse
"Buenos Aires","La Costa","Mar De Ajó"
"Buenos Aires","La Costa","Mar Del Tuyú"
"Buenos Aires","La Costa","San Bernardo"
"Buenos Aires","La Costa","San Clemente Del Tuyú"
"Buenos Aires","La Costa","Santa Teresita"
"Buenos Aires","La Matanza","Aldo Bonzi"
"Buenos Aires","La Matanza","Ciudad Evita"
"Buenos Aires","La Matanza","Ciudad Madero"
"Buenos Aires","La Matanza","González Catán"
"Buenos Aires","La Matanza","Gregorio De Laferrere"
"Buenos Aires","La Matanza","Isidro Casanova"
"Buenos Aires","La Matanza","La Tablada"
"Buenos Aires","La Matanza","Lomas Del Mirador"
"Buenos Aires","La Matanza","Rafael Castillo"
"Buenos Aires","La Matanza","Ramos Mejía"
"Buenos Aires","La Matanza","San Justo"
"Buenos Aires","La Matanza",Tapiales
"Buenos Aires","La Matanza","Villa Celina"
"Buenos Aires","La Matanza","Villa Luzuriaga"
"Buenos Aires","La Matanza","Virrey Del Pino"
"Buenos Aires","La Plata",Abasto
"Buenos Aires","La Plata","Altos De San Lorenzo"
"Buenos Aires","La Plata","Angel Etcheverry"
"Buenos Aires","La Plata",Arana
"Buenos Aires","La Plata","Arturo Seguí"
"Buenos Aires","La Plata","City Bell"
"Buenos Aires","La Plata","El Peligro"
"Buenos Aires","La Plata",Gorina
"Buenos Aires","La Plata","José Hernández"
"Buenos Aires","La Plata","José Melchor Romero"
"Buenos Aires","La Plata","La Plata"
"Buenos Aires","La Plata","Lisandro Olmos"
"Buenos Aires","La Plata","Lomas De Copello"
"Buenos Aires","La Plata","Los Hornos"
"Buenos Aires","La Plata","Manuel B. Gonnet"
"Buenos Aires","La Plata",Ringuelet
"Buenos Aires","La Plata","San Carlos"
"Buenos Aires","La Plata",Tolosa
"Buenos Aires","La Plata","Villa Elisa"
"Buenos Aires","La Plata","Villa Elvira"
"Buenos Aires","Lanús","Lanús Este"
"Buenos Aires","Lanús","Lanús Oeste"
"Buenos Aires","Lanús","Monte Chingolo"
"Buenos Aires","Lanús","Remedios De Escalada"
"Buenos Aires","Lanús","Valentín Alsina"
"Buenos Aires","Las Flores","Las Flores"
"Buenos Aires",Lincoln,Lincoln
"Buenos Aires",Lobos,Lobos
"Buenos Aires","Lomas de Zamora","Ingeniero Budge"
"Buenos Aires","Lomas de Zamora",Lavallol
"Buenos Aires","Lomas de Zamora","Parque Barón"
"Buenos Aires","Lomas de Zamora","Santa Catalina"
"Buenos Aires","Lomas de Zamora",Temperley
"Buenos Aires","Lomas de Zamora","Villa Albertina"
"Buenos Aires","Lomas de Zamora","Villa Centenario"
"Buenos Aires","Lomas de Zamora","Villa Fiorito"
"Buenos Aires","Lomas de Zamora","Villa Lamadrid"
"Buenos Aires","Luján","Lezica Y Torrezuri"
"Buenos Aires","Luján","Luján"
"Buenos Aires","Luján",Olivera
"Buenos Aires","Luján","Open Door"
"Buenos Aires",Magdalena,Magdalena
"Buenos Aires","Maipú","Las Armas"
"Buenos Aires","Malvinas Argentinas","Grand Bourg"
"Buenos Aires","Malvinas Argentinas","Los Polvorines"
"Buenos Aires","Malvinas Argentinas","Pablo Nogués"
"Buenos Aires","Malvinas Argentinas",Sourdeaux
"Buenos Aires","Malvinas Argentinas","Tierras Altas"
"Buenos Aires","Malvinas Argentinas",Tortuguitas
"Buenos Aires","Malvinas Argentinas","Villa De Mayo"
"Buenos Aires","Marcos Paz","Barrio Santa Rosa"
"Buenos Aires","Marcos Paz","Marcos Paz"
"Buenos Aires",Mercedes,Gowland
"Buenos Aires",Mercedes,Mercedes
"Buenos Aires",Merlo,Libertad
"Buenos Aires",Merlo,"Mariano Acosta"
"Buenos Aires",Merlo,Merlo
"Buenos Aires",Merlo,"Parque San Martín"
"Buenos Aires",Merlo,Pontevedra
"Buenos Aires",Monte,"San Miguel Del Monte"
"Buenos Aires","Monte Hermoso","Monte Hermoso"
"Buenos Aires",Moreno,"Cuartel V"
"Buenos Aires",Moreno,"Francisco Álvarez"
"Buenos Aires",Moreno,"La Reja"
"Buenos Aires",Moreno,Moreno
"Buenos Aires",Moreno,"Paso Del Rey"
"Buenos Aires",Moreno,Trujui
"Buenos Aires","Morón",Castelar
"Buenos Aires","Morón","El Palomar"
"Buenos Aires","Morón",Haedo
"Buenos Aires","Morón","Morón"
"Buenos Aires",Necochea,Necochea
"Buenos Aires",Necochea,"Quequén"
"Buenos Aires","Olavarría","Olavarría"
"Buenos Aires",Patagones,"Carmen De Patagones"
"Buenos Aires",Patagones,Villalonga
"Buenos Aires","Pehuajó","Pehuajó"
"Buenos Aires",Pergamino,Pergamino
"Buenos Aires",Pergamino,Rancagua
"Buenos Aires",Pilar,"Del Viso"
"Buenos Aires",Pilar,"Fátima"
"Buenos Aires",Pilar,"La Lonja"
"Buenos Aires",Pilar,Lagomarsino
"Buenos Aires",Pilar,"Manuel Alberti"
"Buenos Aires",Pilar,Manzanares
"Buenos Aires",Pilar,Pilar
"Buenos Aires",Pilar,"Presidente Derqui"
"Buenos Aires",Pilar,"Villa Astolfi"
"Buenos Aires",Pilar,"Villa Rosa"
"Buenos Aires",Pilar,Zelaya
"Buenos Aires",Pinamar,Ostende
"Buenos Aires","Presidente Perón","Barrio America Unida"
"Buenos Aires","Presidente Perón",Guernica
"Buenos Aires","Punta Indio","Verónica"
"Buenos Aires",Quilmes,Bernal
"Buenos Aires",Quilmes,"Bernal Oeste"
"Buenos Aires",Quilmes,"Don Bosco"
"Buenos Aires",Quilmes,Ezpeleta
"Buenos Aires",Quilmes,Quilmes
"Buenos Aires",Quilmes,"Quilmes Oeste"
"Buenos Aires",Quilmes,"San Francisco Solano"
"Buenos Aires",Quilmes,"Villa La Florida"
"Buenos Aires",Ramallo,"Pérez Millan"
"Buenos Aires",Ramallo,Ramallo
"Buenos Aires",Ramallo,"Villa Ramallo"
"Buenos Aires",Saladillo,Saladillo
"Buenos Aires",Salto,Salto
"Buenos Aires","San Andrés de Giles","San Andrés De Giles"
"Buenos Aires","San Andrés de Giles","Solís"
"Buenos Aires","San Fernando","San Fernando"
"Buenos Aires","San Fernando",Victoria
"Buenos Aires","San Fernando",Virreyes
"Buenos Aires","San Isidro",Beccar
"Buenos Aires","San Isidro","Boulogne Sur Mer"
"Buenos Aires","San Isidro","Martínez"
"Buenos Aires","San Isidro","San Isidro"
"Buenos Aires","San Miguel","Bella Vista"
"Buenos Aires","San Miguel","Muñiz"
"Buenos Aires","San Miguel","San Miguel"
"Buenos Aires","San Miguel","Santa María"
"Buenos Aires","San Nicolás","San Nicolás De Los Arroyos"
"Buenos Aires","San Pedro","Río Tala"
"Buenos Aires","San Pedro","San Pedro"
"Buenos Aires","San Pedro","Santa Lucía"
"Buenos Aires","San Vicente","Alejandro Korn"
"Buenos Aires","San Vicente",Domselaar
"Buenos Aires","San Vicente","San Vicente"
"Buenos Aires",Tandil,Tandil
"Buenos Aires",Tigre,"Benavídez"
"Buenos Aires",Tigre,"Dique Luján"
"Buenos Aires",Tigre,"Don Torcuato"
"Buenos Aires",Tigre,"Don Torcuato Este"
"Buenos Aires",Tigre,"El Talar"
"Buenos Aires",Tigre,"General Pacheco"
"Buenos Aires",Tigre,"Los Troncos Del Talar"
"Buenos Aires",Tigre,"Ricardo Rojas"
"Buenos Aires",Tigre,"Rincón De Milberg"
"Buenos Aires",Tigre,Tigre
"Buenos Aires",Tordillo,"General Conesa"
"Buenos Aires","Tres Arroyos","Tres Arroyos"
"Buenos Aires","Tres de Febrero",Caseros
"Buenos Aires","Tres de Febrero",Churruca
"Buenos Aires","Tres de Febrero",Ciudadela
"Buenos Aires","Tres de Febrero","El Libertador"
"Buenos Aires","Tres de Febrero","Jose Ingenieros"
"Buenos Aires","Tres de Febrero","Loma Hermosa"
"Buenos Aires","Tres de Febrero","Remedios De Escalada"
"Buenos Aires","Tres de Febrero","Santos Lugares"
"Buenos Aires","Vicente López",Carapachay
"Buenos Aires","Vicente López","Florida Oeste"
"Buenos Aires","Vicente López",Munro
"Buenos Aires","Vicente López",Olivos
"Buenos Aires","Vicente López","Vicente López"
"Buenos Aires","Vicente López","Villa Martelli"
"Buenos Aires","Villa Gesell","Mar Azul"
"Buenos Aires","Villa Gesell","Villa Gesell"
"Buenos Aires",Villarino,"Hilario Ascasubi"
"Buenos Aires",Villarino,"Mayor Buratóvich"
"Buenos Aires",Villarino,Medanos
"Buenos Aires",Villarino,"Pedro Luro"
"Buenos Aires","Zárate",Escalada
"Buenos Aires","Zárate",Lima
"Buenos Aires","Zárate","Zárate"
Catamarca,"Andalgalá","Andalgalá"
Catamarca,"Belén","Belén"
Catamarca,"Capayán",Chumbicha
Catamarca,"Capayán","Colonia Nueva Coneta"
Catamarca,"Capayán",Huillapima
Catamarca,Capital,"San Fernando Del Valle De Catamarca"
Catamarca,"Fray Mamerto Esquiú","El Hueco"
Catamarca,"Fray Mamerto Esquiú","La Falda De San Antonio"
Catamarca,"La Paz","Icaño"
Catamarca,"La Paz","Quirós"
Catamarca,"La Paz",Recreo
Catamarca,"La Paz","San Antonio"
Catamarca,"Paclín",Amadores
Catamarca,Tinogasta,Tinogasta
Catamarca,"Valle Viejo","Pozo Del Mistol"
Catamarca,"Valle Viejo","San Isidro"
Catamarca,"Valle Viejo","Santa Cruz"
Chaco,"12 de octubre",Gancedo
Chaco,"12 de octubre","General Pinedo"
Chaco,"1° de Mayo","Colonia Benítez"
Chaco,"1° de Mayo","Margarita Belén"
Chaco,"2 de abril","Hermoso Campo"
Chaco,"25 de mayo",Machagai
Chaco,"9 de julio","Las Breñas"
Chaco,"Almirante Brown","Concepción Del Bermejo"
Chaco,"Almirante Brown","Los Frentones"
Chaco,"Almirante Brown","Pampa Del Infierno"
Chaco,"Almirante Brown","Taco Pozo"
Chaco,Bermejo,"La Leonesa"
Chaco,Bermejo,"Las Palmas"
Chaco,Chacabuco,Charata
Chaco,"Comandante Fernández","Presidencia Roque Sáenz Peña"
Chaco,"Fray Justo Santa María de Oro","Santa Sylvina"
Chaco,"General Belgrano",Corzuela
Chaco,"General Donovan",Lapachito
Chaco,"General Donovan","Makallé"
Chaco,"General Güemes","El Sauzalito"
Chaco,"General Güemes","Juan José Castelli"
Chaco,"General Güemes",Miraflores
Chaco,"General Güemes","Nueva Pompeya"
Chaco,"General Güemes","Villa Río Bermejito"
Chaco,Independencia,"Avia Terai"
Chaco,Independencia,"Campo Largo"
Chaco,Independencia,Napenay
Chaco,Libertad,"Puerto Tirol"
Chaco,"Libertador General San Martín","General José de San Martín"
Chaco,"Libertador General San Martín","Pampa Del Indio"
Chaco,"Maipú","Tres Isletas"
Chaco,"Mayor Luis J. Fontana","Coronel Du Graty"
Chaco,"Mayor Luis J. Fontana","Villa Ángela"
Chaco,"O'Higgins","La Clotilde"
Chaco,"O'Higgins","San Bernardo"
Chaco,"Presidencia de la Plaza","Presidencia De La Plaza"
Chaco,Quitilipi,Quitilipi
Chaco,"San Fernando",Barranqueras
Chaco,"San Fernando",Basail
Chaco,"San Fernando",Fontana
Chaco,"San Fernando","Puerto Vilelas"
Chaco,"San Fernando",Resistencia
Chaco,"San Lorenzo","Villa Berthet"
Chaco,"Sargento Cabral","Colonia Elisa"
Chaco,"Sargento Cabral","Colonias Unidas"
Chaco,"Sargento Cabral","Las Garcitas"
Chubut,Biedma,"Puerto Madryn"
Chubut,Cushamen,"El Hoyo"
Chubut,Cushamen,"El Maitén"
Chubut,Cushamen,"Lago Puelo"
Chubut,Escalante,"Comodoro Rivadavia"
Chubut,"Futaleufú",Esquel
Chubut,"Futaleufú","Trevelín"
Chubut,Gaiman,Dolavon
Chubut,Gaiman,Gaiman
Chubut,Rawson,Rawson
Chubut,Rawson,Trelew
Chubut,Sarmiento,Sarmiento
"Ciudad Autónoma de Buenos Aires","Comuna 1","Puerto Madero"
"Ciudad Autónoma de Buenos Aires","Comuna 1",Retiro
"Ciudad Autónoma de Buenos Aires","Comuna 14",Palermo
"Ciudad Autónoma de Buenos Aires","Comuna 15",Chacarita
"Ciudad Autónoma de Buenos Aires","Comuna 15",Paternal
"Ciudad Autónoma de Buenos Aires","Comuna 2",Recoleta
"Ciudad Autónoma de Buenos Aires","Comuna 4",Barracas
"Ciudad Autónoma de Buenos Aires","Comuna 4","La Boca"
"Ciudad Autónoma de Buenos Aires","Comuna 4","Nueva Pompeya"
"Ciudad Autónoma de Buenos Aires","Comuna 6",Caballito
"Ciudad Autónoma de Buenos Aires","Comuna 7",Flores
"Ciudad Autónoma de Buenos Aires","Comuna 8","Villa Lugano"
"Ciudad Autónoma de Buenos Aires","Comuna 8","Villa Riachuelo"
"Ciudad Autónoma de Buenos Aires","Comuna 8","Villa Soldati"
"Ciudad Autónoma de Buenos Aires","Comuna 9","Parque Avellaneda"
Corrientes,"Bella Vista","Bella Vista"
Corrientes,"Berón de Astrada","Yahapé"
Corrientes,Capital,Corrientes
Corrientes,Capital,"Laguna Brava"
Corrientes,Capital,Riachuelo
Corrientes,"Concepción","Concepción"
Corrientes,"Concepción","Santa Rosa"
Corrientes,"Concepción",Tabay
Corrientes,"Curuzú Cuatiá","Curuzú Cuatiá"
Corrientes,"Curuzú Cuatiá","Perugorría"
Corrientes,Empedrado,Empedrado
Corrientes,Esquina,Esquina
Corrientes,Esquina,"Pueblo Libertador"
Corrientes,"General Alvear",Alvear
Corrientes,"General Paz","Nuestra Señora Del Rosario De Caá Catí"
Corrientes,Goya,Goya
Corrientes,"Itatí","Itatí"
Corrientes,"Itatí","Ramada Paso"
Corrientes,"Ituzaingó","Ituzaingó"
Corrientes,"Ituzaingó","San Carlos"
Corrientes,Lavalle,Lavalle
Corrientes,Lavalle,"Santa Lucía"
Corrientes,"Mburucuyá","Mburucuyá"
Corrientes,Mercedes,Mercedes
Corrientes,"Monte Caseros","Monte Caseros"
Corrientes,"Paso de los Libres","Paso De Los Libres"
Corrientes,Saladas,Saladas
Corrientes,Saladas,"San Lorenzo"
Corrientes,"San Cosme","Paso De La Patria"
Corrientes,"San Cosme","Santa Ana De Los Guácaras"
Corrientes,"San Luis del Palmar","San Luis Del Palmar"
Corrientes,"San Miguel","San Miguel"
Corrientes,"San Roque","9 De julio"
Corrientes,"San Roque","San Roque"
Corrientes,"Santo Tomé","Gobernador Igr. Valentín Virasoro"
Corrientes,"Santo Tomé","Santo Tomé"
"Córdoba",Calamuchita,Embalse
"Córdoba",Calamuchita,"Villa Ciudad Parques Los Reartes (1° Sección)"
"Córdoba",Calamuchita,"Villa General Belgrano"
"Córdoba",Calamuchita,"Villa Yacanto"
"Córdoba",Capital,"Córdoba Capital"
"Córdoba","Colón","Colonia Caroya"
"Córdoba","Colón","El Manzano"
"Córdoba","Colón","Estacion Juárez Celman"
"Córdoba","Colón","Jesús María"
"Córdoba","Colón","La Calera"
"Córdoba","Colón","Malvinas Argentinas"
"Córdoba","Colón","Saldán"
"Córdoba","Colón",Salsipuedes
"Córdoba","Colón",Unquillo
"Córdoba","Colón","Villa Allende"
"Córdoba","Cruz del Eje","Cruz Del Eje"
"Córdoba","Cruz del Eje","San Marcos Sierra"
"Córdoba","General Roca","Hipólito Bouchard"
"Córdoba","General San Martín",Sanabria
"Córdoba","General San Martín",Ticino
"Córdoba","General San Martín","Villa María"
"Córdoba","General San Martín","Villa Nueva"
"Córdoba","Juárez Celman","General Cabrera"
"Córdoba","Juárez Celman","La Carlota"
"Córdoba",Minas,"San Carlos Minas"
"Córdoba",Punilla,"Bialet Massé"
"Córdoba",Punilla,"Capilla Del Monte"
"Córdoba",Punilla,"Cosquín"
"Córdoba",Punilla,"Cuesta Blanca"
"Córdoba",Punilla,"La Falda"
"Córdoba",Punilla,"Santa María"
"Córdoba",Punilla,Tanti
"Córdoba",Punilla,"Villa Carlos Paz"
"Córdoba",Punilla,"Villa Giardino"
"Córdoba",Punilla,"Villa Río Icho Cruz"
"Córdoba","Río Cuarto","Río Cuarto"
"Córdoba","Río Primero",Montecristo
"Córdoba","Río Primero","Río Primero"
"Córdoba","Río Seco","Villa De María"
"Córdoba","Río Segundo",Oncativo
"Córdoba","Río Segundo",Pilar
"Córdoba","Río Segundo","Río Segundo"
"Córdoba","San Javier","La Ramada"
"Córdoba","San Javier","Las Tapias"
"Córdoba","San Javier","Villa Dolores"
"Córdoba","San Justo",Balnearia
"Córdoba","San Justo","Las Varillas"
"Córdoba","San Justo",Morteros
"Córdoba","San Justo","San Francisco"
"Córdoba","Santa María","Alta Gracia"
"Córdoba","Santa María",Anisacate
"Córdoba","Santa María",Bouwer
"Córdoba","Santa María","Malagueño"
"Córdoba",Sobremonte,"San Francisco Del Chañar"
"Córdoba","Tercero Arriba","Río Tercero"
"Córdoba",Totoral,"Villa Del Totoral"
"Córdoba",Tulumba,"Lucio V. Mansilla"
"Córdoba","Unión","Bell Ville"
"Entre Ríos","Colón","Colón"
"Entre Ríos","Colón","San José"
"Entre Ríos",Concordia,Concordia
"Entre Ríos",Concordia,"Los Charrúas"
"Entre Ríos",Diamante,Diamante
"Entre Ríos","Federación","Chajarí"
"Entre Ríos","Federación","Federación"
"Entre Ríos",Federal,Federal
"Entre Ríos",Gualeguay,Gualeguay
"Entre Ríos","Gualeguaychú","Gualeguaychú"
"Entre Ríos","Islas del Ibicuy",Ibicuy
"Entre Ríos","Islas del Ibicuy","Villa Paranacito"
"Entre Ríos","La Paz",Bovril
"Entre Ríos","La Paz","Colonia Avigdor"
"Entre Ríos","La Paz","La Paz"
"Entre Ríos","La Paz","Santa Elena"
"Entre Ríos","Nogoyá","Nogoyá"
"Entre Ríos","Paraná",Cerrito
"Entre Ríos","Paraná","Colonia Avellaneda"
"Entre Ríos","Paraná",Crespo
"Entre Ríos","Paraná","Paraná"
"Entre Ríos","Paraná","San Benito"
"Entre Ríos","Paraná","Villa Urquiza"
"Entre Ríos",Tala,"Maciá"
